username,user_id,email,user_role,ip_region,hour,device_type,action,session_period,risk_score,risk_level,timestamp,is_weekend,is_business_hours,is_sensitive_action,is_failed_action,session_length_category
accountant_068,accountant_068,accountant_068@hospital.com,accountant,Canada,10,mobile,click_nav_financial_header,23,0.4,medium,2025-08-22T10:15:13.897143,False,True,False,False,short
nurse_049,nurse_049,nurse_049@hospital.com,nurse,Nigeria,21,desktop,access_patient_record,19,0.35,medium,2025-09-05T21:09:43.897143,False,False,False,False,short
doctor_015,doctor_015,doctor_015@hospital.com,doctor,Nigeria,15,mobile,page_view_prescriptions,4,0.25,medium,2025-08-26T15:01:15.897143,False,True,False,False,short
employee_088,employee_088,employee_088@hospital.com,employee,India,3,mobile,page_view_home,24,0.5,high,2025-08-26T03:30:52.897143,False,False,False,False,short
nurse_049,nurse_049,nurse_049@hospital.com,nurse,Nigeria,23,desktop,suspicious_activity_detected,35,0.55,high,2025-08-29T23:23:21.897143,False,False,False,False,medium
nurse_040,nurse_040,nurse_040@hospital.com,nurse,UK,16,desktop,failed_login_attempt,34,0.35,medium,2025-09-15T16:00:26.897143,False,True,False,True,medium
guest_094,guest_094,guest_094@hospital.com,guest,Japan,14,tablet,page_view_home,38,0.7,high,2025-09-12T14:30:05.897143,False,True,False,False,medium
nurse_056,nurse_056,nurse_056@hospital.com,nurse,UK,19,mobile,user_login,17,0.25,medium,2025-09-08T19:11:27.898145,False,False,False,False,short
doctor_020,doctor_020,doctor_020@hospital.com,doctor,US,16,desktop,user_login,24,0.3,medium,2025-09-18T16:28:02.898145,False,True,False,False,short
doctor_021,doctor_021,doctor_021@hospital.com,doctor,India,18,mobile,suspicious_activity_detected,14,0.6,high,2025-09-01T18:11:42.898145,False,False,False,False,short
nurse_044,nurse_044,nurse_044@hospital.com,nurse,UK,15,mobile,user_logout,14,0.2,low,2025-08-30T15:26:06.898145,True,True,False,False,short
manager_003,manager_003,manager_003@hospital.com,manager,Vietnam,11,known,page_view_admin_dashboard,115,0.5,high,2025-08-25T11:34:45.898145,False,True,False,False,medium
nurse_048,nurse_048,nurse_048@hospital.com,nurse,Canada,16,mobile,click_nav_medical_header,8,0.3,medium,2025-09-04T16:43:56.898145,False,True,False,False,short
doctor_022,doctor_022,doctor_022@hospital.com,doctor,Japan,14,desktop,user_logout,3,0.4,medium,2025-08-21T14:52:11.898145,False,True,False,False,short
employee_086,employee_086,employee_086@hospital.com,employee,UK,16,desktop,page_view_dashboard,56,0.3,medium,2025-08-26T16:18:46.898145,False,True,False,False,medium
nurse_039,nurse_039,nurse_039@hospital.com,nurse,Canada,8,mobile,user_login,51,0.25,medium,2025-09-08T08:59:05.898145,False,False,False,False,medium
contractor_058,contractor_058,contractor_058@hospital.com,contractor,US,7,desktop,user_login,5,0.45,medium,2025-09-04T07:52:04.898145,False,False,False,False,short
nurse_029,nurse_029,nurse_029@hospital.com,nurse,UK,5,desktop,user_logout,26,0.4,medium,2025-08-24T05:50:25.898145,True,False,False,False,short
guest_100,guest_100,guest_100@hospital.com,guest,India,8,desktop,page_view_home,34,0.6,high,2025-09-04T08:19:12.898145,False,False,False,False,medium
doctor_025,doctor_025,doctor_025@hospital.com,doctor,Australia,9,desktop,user_login,34,0.45,medium,2025-09-04T09:51:02.898145,False,True,False,False,medium
nurse_044,nurse_044,nurse_044@hospital.com,nurse,UK,10,mobile,page_view_prescriptions,5,0.2,low,2025-08-21T10:50:54.898145,False,True,False,False,short
doctor_025,doctor_025,doctor_025@hospital.com,doctor,Japan,1,mobile,access_patient_record,15,0.6,high,2025-08-31T01:52:31.898145,True,False,False,False,short
nurse_053,nurse_053,nurse_053@hospital.com,nurse,Nigeria,4,desktop,policy_violation,5,0.55,high,2025-09-03T04:33:40.898145,False,False,False,False,short
contractor_059,contractor_059,contractor_059@hospital.com,contractor,UK,18,desktop,user_logout,15,0.45,medium,2025-08-21T18:01:59.898145,False,False,False,False,short
contractor_059,contractor_059,contractor_059@hospital.com,contractor,Japan,7,new,user_login,16,0.65,high,2025-09-04T07:25:20.898145,False,False,False,False,short
admin_002,admin_002,admin_002@hospital.com,admin,UK,9,desktop,page_view_admin_dashboard,8,0.35,medium,2025-09-01T09:49:46.898145,False,True,False,False,short
nurse_028,nurse_028,nurse_028@hospital.com,nurse,UK,3,mobile,user_logout,130,0.35,medium,2025-09-11T03:53:49.898145,False,False,False,False,long
doctor_022,doctor_022,doctor_022@hospital.com,doctor,Vietnam,15,desktop,page_view_medical_records,33,0.3,medium,2025-08-29T15:56:03.898145,False,True,False,False,medium
nurse_052,nurse_052,nurse_052@hospital.com,nurse,UK,22,desktop,page_view_prescriptions,16,0.35,medium,2025-08-28T22:27:17.898145,False,False,False,False,short
nurse_047,nurse_047,nurse_047@hospital.com,nurse,US,15,new,page_view_medical_records,10,0.45,medium,2025-08-31T15:39:38.898145,True,True,False,False,short
nurse_053,nurse_053,nurse_053@hospital.com,nurse,Nigeria,8,desktop,click_nav_medical_header,9,0.35,medium,2025-08-30T08:03:33.898145,True,False,False,False,short
manager_003,manager_003,manager_003@hospital.com,manager,Canada,14,desktop,user_logout,16,0.3,medium,2025-09-15T14:35:34.898145,False,True,False,False,short
accountant_073,accountant_073,accountant_073@hospital.com,accountant,Brazil,4,desktop,user_login,13,0.45,medium,2025-09-11T04:11:39.898145,False,False,False,False,short
doctor_014,doctor_014,doctor_014@hospital.com,doctor,India,22,mobile,user_logout,49,0.5,high,2025-08-22T22:12:47.898145,False,False,False,False,medium
accountant_070,accountant_070,accountant_070@hospital.com,accountant,Nigeria,11,desktop,page_view_financial_data,9,0.3,medium,2025-09-15T11:20:13.898145,False,True,False,False,short
nurse_053,nurse_053,nurse_053@hospital.com,nurse,Nigeria,5,desktop,user_logout,8,0.35,medium,2025-09-20T05:55:19.898145,True,False,False,False,short
contractor_059,contractor_059,contractor_059@hospital.com,contractor,Canada,5,tablet,click_nav_financial_header,58,0.65,high,2025-08-24T05:34:08.898145,True,False,False,False,medium
nurse_055,nurse_055,nurse_055@hospital.com,nurse,UK,3,mobile,click_nav_medical_header,27,0.4,medium,2025-08-28T03:14:55.898145,False,False,False,False,short
employee_080,employee_080,employee_080@hospital.com,employee,Vietnam,23,desktop,policy_violation,6,0.6,high,2025-08-24T23:03:57.898145,True,False,False,False,short
nurse_034,nurse_034,nurse_034@hospital.com,nurse,Japan,7,mobile,access_patient_record,43,0.45,medium,2025-09-17T07:57:04.898145,False,False,False,False,medium
manager_006,manager_006,manager_006@hospital.com,manager,Vietnam,23,desktop,navigate_to_admin,8,0.45,medium,2025-09-13T23:52:54.898145,True,False,False,False,short
nurse_046,nurse_046,nurse_046@hospital.com,nurse,Nigeria,8,mobile,access_patient_record,70,0.35,medium,2025-09-14T08:36:01.898145,True,False,False,False,medium
nurse_033,nurse_033,nurse_033@hospital.com,nurse,Nigeria,12,known,access_patient_record,9,0.35,medium,2025-08-22T12:55:09.898145,False,True,False,False,short
nurse_051,nurse_051,nurse_051@hospital.com,nurse,US,7,desktop,user_logout,8,0.35,medium,2025-09-13T07:16:14.898145,True,False,False,False,short
doctor_020,doctor_020,doctor_020@hospital.com,doctor,US,0,desktop,access_patient_record,27,0.35,medium,2025-09-15T00:40:23.898145,False,False,False,False,short
nurse_033,nurse_033,nurse_033@hospital.com,nurse,Nigeria,14,mobile,user_login,2,0.25,medium,2025-09-01T14:53:08.898145,False,True,False,False,short
nurse_028,nurse_028,nurse_028@hospital.com,nurse,UK,17,mobile,page_view_prescriptions,7,0.3,medium,2025-09-01T17:55:16.898145,False,True,False,False,short
nurse_051,nurse_051,nurse_051@hospital.com,nurse,US,19,desktop,access_patient_record,14,0.35,medium,2025-09-05T19:56:23.898145,False,False,False,False,short
employee_083,employee_083,employee_083@hospital.com,employee,Vietnam,5,mobile,page_view_dashboard,39,0.45,medium,2025-09-13T05:42:44.898145,True,False,False,False,medium
contractor_065,contractor_065,contractor_065@hospital.com,contractor,Nigeria,22,mobile,page_view_financial_data,3,0.5,high,2025-08-26T22:59:18.898145,False,False,False,False,short
nurse_045,nurse_045,nurse_045@hospital.com,nurse,Nigeria,15,desktop,access_patient_record,10,0.2,low,2025-09-15T15:06:07.898145,False,True,False,False,short
nurse_050,nurse_050,nurse_050@hospital.com,nurse,Nigeria,8,mobile,click_nav_medical_header,3,0.35,medium,2025-09-06T08:33:28.898145,True,False,False,False,short
guest_097,guest_097,guest_097@hospital.com,guest,Nigeria,2,mobile,unauthorized_access_attempt,19,0.6,high,2025-09-05T02:22:44.898145,False,False,False,True,short
accountant_069,accountant_069,accountant_069@hospital.com,accountant,UK,7,desktop,user_logout,26,0.35,medium,2025-09-05T07:27:35.898145,False,False,False,False,short
contractor_061,contractor_061,contractor_061@hospital.com,contractor,US,12,tablet,access_financial_report,7,0.45,medium,2025-09-06T12:46:03.898145,True,True,False,False,short
nurse_054,nurse_054,nurse_054@hospital.com,nurse,Australia,23,desktop,click_nav_medical_header,32,0.35,medium,2025-08-24T23:04:56.898145,True,False,False,False,medium
employee_077,employee_077,employee_077@hospital.com,employee,Australia,10,mobile,page_view_home,36,0.3,medium,2025-09-19T10:48:51.898145,False,True,False,False,medium
nurse_053,nurse_053,nurse_053@hospital.com,nurse,Nigeria,2,desktop,click_nav_medical_header,5,0.35,medium,2025-09-09T02:31:19.898145,False,False,False,False,short
accountant_072,accountant_072,accountant_072@hospital.com,accountant,UK,20,mobile,access_financial_report,31,0.45,medium,2025-09-15T20:00:39.898145,False,False,False,False,medium
guest_098,guest_098,guest_098@hospital.com,guest,Nigeria,4,desktop,user_logout,18,0.55,high,2025-09-02T04:39:45.898145,False,False,False,False,short
admin_001,admin_001,admin_001@hospital.com,admin,Brazil,16,desktop,page_view_dashboard,105,0.45,medium,2025-08-22T16:06:43.898145,False,True,False,False,medium
nurse_051,nurse_051,nurse_051@hospital.com,nurse,US,0,desktop,click_nav_medical_header,6,0.35,medium,2025-09-03T00:26:36.898145,False,False,False,False,short
doctor_008,doctor_008,doctor_008@hospital.com,doctor,Nigeria,18,desktop,page_view_prescriptions,5,0.3,medium,2025-08-31T18:01:31.898145,True,False,False,False,short
contractor_059,contractor_059,contractor_059@hospital.com,contractor,UK,13,desktop,user_logout,35,0.4,medium,2025-09-08T13:27:47.898145,False,True,False,False,medium
accountant_071,accountant_071,accountant_071@hospital.com,accountant,US,21,mobile,user_login,31,0.4,medium,2025-08-30T21:35:11.898145,True,False,False,False,medium
doctor_011,doctor_011,doctor_011@hospital.com,doctor,Vietnam,21,desktop,access_patient_record,8,0.3,medium,2025-08-28T21:00:40.898145,False,False,False,False,short
accountant_072,accountant_072,accountant_072@hospital.com,accountant,UK,8,mobile,user_login,4,0.45,medium,2025-09-17T08:00:26.898145,False,False,False,False,short
nurse_045,nurse_045,nurse_045@hospital.com,nurse,Nigeria,7,desktop,user_logout,8,0.25,medium,2025-08-26T07:02:51.898145,False,False,False,False,short
nurse_039,nurse_039,nurse_039@hospital.com,nurse,Canada,14,mobile,user_login,74,0.2,low,2025-09-19T14:36:53.898145,False,True,False,False,medium
employee_087,employee_087,employee_087@hospital.com,employee,Vietnam,15,mobile,user_login,23,0.3,medium,2025-08-28T15:44:25.898145,False,True,False,False,short
doctor_027,doctor_027,doctor_027@hospital.com,doctor,Nigeria,10,desktop,page_view_prescriptions,22,0.25,medium,2025-09-05T10:05:24.898145,False,True,False,False,short
nurse_038,nurse_038,nurse_038@hospital.com,nurse,Vietnam,17,mobile,access_patient_record,70,0.2,low,2025-09-09T17:39:16.898145,False,True,False,False,medium
nurse_037,nurse_037,nurse_037@hospital.com,nurse,Australia,2,desktop,page_view_prescriptions,4,0.3,medium,2025-08-31T02:31:30.898145,True,False,False,False,short
nurse_052,nurse_052,nurse_052@hospital.com,nurse,UK,23,desktop,access_patient_record,183,0.35,medium,2025-08-24T23:01:54.898145,True,False,False,False,long
guest_100,guest_100,guest_100@hospital.com,guest,Nigeria,3,desktop,user_logout,18,0.5,high,2025-08-25T03:45:31.898145,False,False,False,False,short
nurse_044,nurse_044,nurse_044@hospital.com,nurse,UK,3,mobile,access_patient_record,19,0.25,medium,2025-08-24T03:59:24.898145,True,False,False,False,short
doctor_022,doctor_022,doctor_022@hospital.com,doctor,Vietnam,4,desktop,click_nav_medical_header,2,0.35,medium,2025-08-31T04:59:42.898145,True,False,False,False,short
nurse_055,nurse_055,nurse_055@hospital.com,nurse,Vietnam,10,mobile,page_view_medical_records,10,0.25,medium,2025-09-19T10:41:26.898145,False,True,False,False,short
nurse_047,nurse_047,nurse_047@hospital.com,nurse,France,9,mobile,user_login,15,0.45,medium,2025-09-14T09:20:39.898145,True,True,False,False,short
accountant_070,accountant_070,accountant_070@hospital.com,accountant,US,18,desktop,access_financial_report,10,0.45,medium,2025-09-09T18:25:43.898145,False,False,False,False,short
admin_002,admin_002,admin_002@hospital.com,admin,UK,9,desktop,access_audit_log,104,0.35,medium,2025-08-24T09:50:04.898145,True,True,False,False,medium
accountant_075,accountant_075,accountant_075@hospital.com,accountant,Canada,6,desktop,access_financial_report,4,0.35,medium,2025-08-22T06:35:55.898145,False,False,False,False,short
employee_077,employee_077,employee_077@hospital.com,employee,Australia,14,mobile,failed_login_attempt,37,0.45,medium,2025-08-27T14:56:14.898145,False,True,False,True,medium
accountant_074,accountant_074,accountant_074@hospital.com,accountant,Nigeria,20,desktop,user_login,12,0.35,medium,2025-09-11T20:18:09.898145,False,False,False,False,short
contractor_061,contractor_061,contractor_061@hospital.com,contractor,US,4,desktop,access_financial_report,37,0.4,medium,2025-09-15T04:41:09.898145,False,False,False,False,medium
nurse_050,nurse_050,nurse_050@hospital.com,nurse,Nigeria,0,mobile,access_patient_record,16,0.35,medium,2025-09-19T00:04:53.898145,False,False,False,False,short
guest_094,guest_094,guest_094@hospital.com,guest,Nigeria,9,new,user_logout,10,0.6,high,2025-09-11T09:38:01.898145,False,True,False,False,short
employee_079,employee_079,employee_079@hospital.com,employee,India,20,mobile,page_view_dashboard,94,0.55,high,2025-09-07T20:34:27.898145,True,False,False,False,medium
accountant_068,accountant_068,accountant_068@hospital.com,accountant,Canada,23,mobile,page_view_financial_data,15,0.45,medium,2025-09-12T23:10:02.898145,False,False,False,False,short
guest_099,guest_099,guest_099@hospital.com,guest,US,16,mobile,page_view_home,41,0.5,high,2025-09-08T16:28:04.898145,False,True,False,False,medium
nurse_044,nurse_044,nurse_044@hospital.com,nurse,UK,6,mobile,user_logout,15,0.25,medium,2025-09-06T06:02:05.898145,True,False,False,False,short
doctor_009,doctor_009,doctor_009@hospital.com,doctor,Vietnam,1,mobile,access_patient_record,86,0.35,medium,2025-08-21T01:57:41.898145,False,False,False,False,medium
nurse_035,nurse_035,nurse_035@hospital.com,nurse,UK,21,desktop,click_nav_medical_header,8,0.3,medium,2025-08-22T21:17:17.898145,False,False,False,False,short
doctor_020,doctor_020,doctor_020@hospital.com,doctor,US,12,desktop,access_patient_record,24,0.3,medium,2025-09-08T12:57:56.898145,False,True,False,False,short
nurse_045,nurse_045,nurse_045@hospital.com,nurse,Nigeria,7,desktop,click_nav_medical_header,75,0.25,medium,2025-08-25T07:18:03.898145,False,False,False,False,medium
guest_097,guest_097,guest_097@hospital.com,guest,Nigeria,13,mobile,page_view_dashboard,98,0.4,medium,2025-09-03T13:10:18.898145,False,True,False,False,medium
doctor_019,doctor_019,doctor_019@hospital.com,doctor,US,14,mobile,click_nav_medical_header,30,0.3,medium,2025-08-24T14:28:49.898145,True,True,False,False,medium
accountant_067,accountant_067,accountant_067@hospital.com,accountant,Canada,23,mobile,user_login,31,0.45,medium,2025-09-11T23:51:17.898145,False,False,False,False,medium
nurse_028,nurse_028,nurse_028@hospital.com,nurse,UK,0,mobile,page_view_medical_records,136,0.35,medium,2025-09-05T00:50:02.898145,False,False,False,False,long
contractor_065,contractor_065,contractor_065@hospital.com,contractor,Nigeria,11,desktop,page_view_financial_data,34,0.35,medium,2025-09-20T11:00:46.898145,True,True,False,False,medium
contractor_061,contractor_061,contractor_061@hospital.com,contractor,US,2,desktop,access_financial_report,9,0.4,medium,2025-08-21T02:20:34.898145,False,False,False,False,short
doctor_017,doctor_017,doctor_017@hospital.com,doctor,UK,17,desktop,user_login,33,0.3,medium,2025-08-31T17:36:34.898145,True,True,False,False,medium
nurse_056,nurse_056,nurse_056@hospital.com,nurse,UK,16,mobile,click_nav_medical_header,38,0.2,low,2025-09-06T16:54:32.898145,True,True,False,False,medium
employee_087,employee_087,employee_087@hospital.com,employee,Vietnam,16,mobile,page_view_home,24,0.3,medium,2025-09-09T16:13:04.898145,False,True,False,False,short
guest_094,guest_094,guest_094@hospital.com,guest,Nigeria,7,mobile,user_logout,36,0.55,high,2025-09-20T07:34:13.898145,True,False,False,False,medium
nurse_037,nurse_037,nurse_037@hospital.com,nurse,Australia,17,desktop,access_patient_record,9,0.25,medium,2025-08-21T17:11:34.898145,False,True,False,False,short
doctor_019,doctor_019,doctor_019@hospital.com,doctor,US,10,mobile,user_logout,81,0.3,medium,2025-08-23T10:05:30.898145,True,True,False,False,medium
doctor_024,doctor_024,doctor_024@hospital.com,doctor,Vietnam,1,mobile,user_login,14,0.4,medium,2025-09-09T01:51:35.898145,False,False,False,False,short
nurse_045,nurse_045,nurse_045@hospital.com,nurse,Nigeria,18,mobile,access_patient_record,33,0.35,medium,2025-09-07T18:07:46.898145,True,False,False,False,medium
admin_002,admin_002,admin_002@hospital.com,admin,UK,16,desktop,navigate_to_admin,169,0.35,medium,2025-08-28T16:19:04.898145,False,True,False,False,long
guest_093,guest_093,guest_093@hospital.com,guest,Canada,23,mobile,user_logout,48,0.45,medium,2025-08-29T23:59:45.898145,False,False,False,False,medium
nurse_057,nurse_057,nurse_057@hospital.com,nurse,Nigeria,8,desktop,access_patient_record,16,0.3,medium,2025-08-27T08:37:18.898145,False,False,False,False,short
nurse_043,nurse_043,nurse_043@hospital.com,nurse,US,7,desktop,click_nav_medical_header,29,0.3,medium,2025-09-12T07:56:44.898145,False,False,False,False,short
accountant_073,accountant_073,accountant_073@hospital.com,accountant,Vietnam,0,desktop,user_logout,7,0.35,medium,2025-09-19T00:35:09.898145,False,False,False,False,short
accountant_074,accountant_074,accountant_074@hospital.com,accountant,Nigeria,21,desktop,click_nav_financial_header,8,0.35,medium,2025-09-14T21:39:26.898145,True,False,False,False,short
doctor_013,doctor_013,doctor_013@hospital.com,doctor,Vietnam,14,mobile,user_login,15,0.25,medium,2025-09-11T14:12:36.899144,False,True,False,False,short
guest_094,guest_094,guest_094@hospital.com,guest,Nigeria,21,mobile,user_logout,7,0.55,high,2025-08-27T21:17:53.899144,False,False,False,False,short
guest_094,guest_094,guest_094@hospital.com,guest,Nigeria,12,mobile,page_view_dashboard,25,0.5,high,2025-09-10T12:44:28.899144,False,True,False,False,short
doctor_026,doctor_026,doctor_026@hospital.com,doctor,US,0,mobile,click_nav_medical_header,24,0.4,medium,2025-09-11T00:26:09.899144,False,False,False,False,short
employee_089,employee_089,employee_089@hospital.com,employee,US,21,desktop,user_logout,16,0.4,medium,2025-08-23T21:07:29.899144,True,False,False,False,short
doctor_022,doctor_022,doctor_022@hospital.com,doctor,Vietnam,11,desktop,user_logout,37,0.3,medium,2025-08-29T11:05:32.899144,False,True,False,False,medium
employee_084,employee_084,employee_084@hospital.com,employee,Vietnam,19,mobile,page_view_home,12,0.4,medium,2025-09-19T19:40:10.899144,False,False,False,False,short
accountant_073,accountant_073,accountant_073@hospital.com,accountant,Canada,1,desktop,suspicious_activity_detected,30,0.65,high,2025-09-16T01:16:55.899144,False,False,False,False,medium
manager_005,manager_005,manager_005@hospital.com,manager,Australia,21,mobile,user_login,11,0.4,medium,2025-09-07T21:22:54.899144,True,False,False,False,short
guest_100,guest_100,guest_100@hospital.com,guest,Brazil,4,desktop,page_view_home,22,0.6,high,2025-08-30T04:37:39.899144,True,False,False,False,short
nurse_054,nurse_054,nurse_054@hospital.com,nurse,Australia,2,desktop,user_login,43,0.35,medium,2025-09-01T02:13:05.899144,False,False,False,False,medium
guest_093,guest_093,guest_093@hospital.com,guest,Canada,7,mobile,page_view_dashboard,14,0.45,medium,2025-09-11T07:39:02.899144,False,False,False,False,short
guest_100,guest_100,guest_100@hospital.com,guest,Nigeria,19,desktop,page_view_home,20,0.5,high,2025-09-04T19:30:59.899144,False,False,False,False,short
employee_086,employee_086,employee_086@hospital.com,employee,UK,19,desktop,user_logout,4,0.35,medium,2025-09-08T19:09:29.899144,False,False,False,False,short
accountant_073,accountant_073,accountant_073@hospital.com,accountant,Vietnam,19,desktop,click_nav_financial_header,4,0.35,medium,2025-09-02T19:22:58.899144,False,False,False,False,short
employee_076,employee_076,employee_076@hospital.com,employee,US,23,mobile,user_login,39,0.4,medium,2025-09-13T23:42:31.899144,True,False,False,False,medium
manager_005,manager_005,manager_005@hospital.com,manager,Australia,12,mobile,page_view_dashboard,50,0.35,medium,2025-09-19T12:46:54.899144,False,True,False,False,medium
accountant_069,accountant_069,accountant_069@hospital.com,accountant,UK,5,desktop,page_view_financial_data,5,0.35,medium,2025-08-25T05:33:10.899144,False,False,False,False,short
manager_003,manager_003,manager_003@hospital.com,manager,Canada,10,desktop,user_logout,28,0.3,medium,2025-09-09T10:22:19.899144,False,True,False,False,short
manager_003,manager_003,manager_003@hospital.com,manager,Canada,6,desktop,user_logout,41,0.35,medium,2025-09-04T06:53:36.899144,False,False,False,False,medium
accountant_073,accountant_073,accountant_073@hospital.com,accountant,Singapore,20,desktop,access_financial_report,5,0.45,medium,2025-08-21T20:27:05.899144,False,False,False,False,short
nurse_044,nurse_044,nurse_044@hospital.com,nurse,US,3,mobile,user_logout,6,0.35,medium,2025-09-16T03:44:35.899144,False,False,False,False,short
doctor_012,doctor_012,doctor_012@hospital.com,doctor,US,9,tablet,access_patient_record,22,0.5,high,2025-09-04T09:13:05.899144,False,True,False,False,short
contractor_063,contractor_063,contractor_063@hospital.com,contractor,US,16,mobile,page_view_financial_data,13,0.35,medium,2025-08-28T16:59:55.899144,False,True,False,False,short
employee_083,employee_083,employee_083@hospital.com,employee,Vietnam,20,mobile,user_logout,42,0.45,medium,2025-08-31T20:59:35.899144,True,False,False,False,medium
contractor_065,contractor_065,contractor_065@hospital.com,contractor,Nigeria,22,desktop,user_login,22,0.4,medium,2025-09-13T22:56:51.899144,True,False,False,False,short
nurse_029,nurse_029,nurse_029@hospital.com,nurse,UK,9,mobile,user_login,12,0.25,medium,2025-09-10T09:41:54.899144,False,True,False,False,short
doctor_017,doctor_017,doctor_017@hospital.com,doctor,US,22,desktop,click_nav_medical_header,39,0.45,medium,2025-09-14T22:38:16.899144,True,False,False,False,medium
contractor_063,contractor_063,contractor_063@hospital.com,contractor,US,9,mobile,user_login,42,0.35,medium,2025-09-17T09:12:11.899144,False,True,False,False,medium
employee_086,employee_086,employee_086@hospital.com,employee,UK,14,desktop,user_logout,28,0.3,medium,2025-09-03T14:38:21.899144,False,True,False,False,short
nurse_042,nurse_042,nurse_042@hospital.com,nurse,Australia,19,desktop,access_patient_record,2,0.3,medium,2025-09-12T19:18:26.899144,False,False,False,False,short
nurse_049,nurse_049,nurse_049@hospital.com,nurse,Nigeria,0,desktop,page_view_medical_records,13,0.35,medium,2025-09-20T00:51:27.899144,True,False,False,False,short
contractor_058,contractor_058,contractor_058@hospital.com,contractor,US,10,desktop,user_logout,13,0.4,medium,2025-09-17T10:49:45.899144,False,True,False,False,short
guest_094,guest_094,guest_094@hospital.com,guest,Nigeria,18,mobile,user_logout,20,0.55,high,2025-09-12T18:33:34.899144,False,False,False,False,short
doctor_023,doctor_023,doctor_023@hospital.com,doctor,Nigeria,8,desktop,page_view_medical_records,16,0.3,medium,2025-08-31T08:14:44.899144,True,False,False,False,short
contractor_060,contractor_060,contractor_060@hospital.com,contractor,Australia,16,desktop,click_nav_financial_header,9,0.4,medium,2025-09-03T16:38:48.899144,False,True,False,False,short
employee_090,employee_090,employee_090@hospital.com,employee,Nigeria,9,desktop,page_view_home,18,0.45,medium,2025-09-07T09:04:54.899144,True,True,False,False,short
nurse_057,nurse_057,nurse_057@hospital.com,nurse,Nigeria,15,desktop,unauthorized_access_attempt,177,0.4,medium,2025-09-08T15:47:04.899144,False,True,False,True,long
employee_078,employee_078,employee_078@hospital.com,employee,Vietnam,2,mobile,page_view_home,21,0.4,medium,2025-09-06T02:10:54.899144,True,False,False,False,short
employee_080,employee_080,employee_080@hospital.com,employee,France,10,desktop,page_view_home,6,0.45,medium,2025-08-21T10:09:11.899144,False,True,False,False,short
nurse_036,nurse_036,nurse_036@hospital.com,nurse,Nigeria,11,mobile,user_logout,14,0.3,medium,2025-09-02T11:10:35.899144,False,True,False,False,short
nurse_040,nurse_040,nurse_040@hospital.com,nurse,UK,17,desktop,click_nav_medical_header,29,0.2,low,2025-09-14T17:41:29.899144,True,True,False,False,short
manager_005,manager_005,manager_005@hospital.com,manager,Australia,16,mobile,page_view_dashboard,46,0.35,medium,2025-08-27T16:03:48.899144,False,True,False,False,medium
employee_089,employee_089,employee_089@hospital.com,employee,US,4,tablet,page_view_home,13,0.5,high,2025-09-04T04:16:42.899144,False,False,False,False,short
doctor_013,doctor_013,doctor_013@hospital.com,doctor,Vietnam,11,mobile,page_view_medical_records,17,0.25,medium,2025-09-09T11:26:03.899144,False,True,False,False,short
nurse_040,nurse_040,nurse_040@hospital.com,nurse,UK,3,desktop,click_nav_medical_header,92,0.25,medium,2025-08-29T03:26:07.899144,False,False,False,False,medium
doctor_020,doctor_020,doctor_020@hospital.com,doctor,US,10,desktop,user_login,10,0.3,medium,2025-09-17T10:14:36.899144,False,True,False,False,short
employee_077,employee_077,employee_077@hospital.com,employee,Australia,10,mobile,page_view_home,63,0.3,medium,2025-09-14T10:29:18.899144,True,True,False,False,medium
accountant_075,accountant_075,accountant_075@hospital.com,accountant,Canada,5,desktop,user_login,58,0.35,medium,2025-09-04T05:27:41.899144,False,False,False,False,medium
nurse_043,nurse_043,nurse_043@hospital.com,nurse,US,2,desktop,page_view_prescriptions,14,0.3,medium,2025-08-30T02:28:44.899144,True,False,False,False,short
nurse_048,nurse_048,nurse_048@hospital.com,nurse,Canada,10,mobile,user_logout,36,0.3,medium,2025-09-20T10:33:21.899144,True,True,False,False,medium
contractor_059,contractor_059,contractor_059@hospital.com,contractor,UK,10,desktop,page_view_financial_data,33,0.4,medium,2025-09-10T10:56:43.899144,False,True,False,False,medium
doctor_017,doctor_017,doctor_017@hospital.com,doctor,UK,20,desktop,user_logout,12,0.35,medium,2025-08-25T20:26:40.899144,False,False,False,False,short
nurse_053,nurse_053,nurse_053@hospital.com,nurse,Nigeria,16,desktop,failed_login_attempt,6,0.45,medium,2025-09-02T16:07:41.899144,False,True,False,True,short
doctor_023,doctor_023,doctor_023@hospital.com,doctor,Nigeria,21,desktop,user_login,48,0.3,medium,2025-08-22T21:36:02.899144,False,False,False,False,medium
manager_007,manager_007,manager_007@hospital.com,manager,US,13,mobile,page_view_dashboard,13,0.4,medium,2025-08-29T13:28:45.899144,False,True,False,False,short
contractor_062,contractor_062,contractor_062@hospital.com,contractor,Vietnam,12,desktop,user_logout,4,0.35,medium,2025-09-07T12:24:28.899144,True,True,False,False,short
employee_078,employee_078,employee_078@hospital.com,employee,Vietnam,21,mobile,user_logout,32,0.4,medium,2025-08-30T21:59:08.899144,True,False,False,False,medium
contractor_060,contractor_060,contractor_060@hospital.com,contractor,Australia,13,desktop,user_logout,8,0.4,medium,2025-09-15T13:06:25.899144,False,True,False,False,short
employee_084,employee_084,employee_084@hospital.com,employee,Vietnam,17,mobile,page_view_home,52,0.35,medium,2025-08-30T17:33:11.899144,True,True,False,False,medium
employee_086,employee_086,employee_086@hospital.com,employee,UK,16,desktop,user_login,10,0.3,medium,2025-09-07T16:14:56.899144,True,True,False,False,short
